Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
,0.640399399,-0.516299724,B,0,,0.147466615,6.350184413,0.60448406,,12,Z,0,Category1,Option4,,12.91032928,Yes,Low,
52,0.155680406,-0.152914921,,,,0.587413128,2.799374024,1.212898021,,3,Y,0,Category1,Option4,12.29819272,14.68416162,No,High,
,0.219910881,-0.740357112,,1,,0.522233246,4.147211384,1.005633111,,4,X,1,Category1,Option1,12.15861333,14.43944682,Yes,High,
,0.228943028,1.424793335,A,,,1.082328406,7.485751863,-0.236861456,,8,Y,1,Category1,Option3,9.50045471,8.576388018,No,Low,dog
63,0.16267551,1.52160517,,0,,5.08580514,1.514789732,0.196142868,1.810450895,2,Y,2,Category1,Option4,13.31585962,9.059424409,Yes,Low,dog
21,0.477999584,-1.733896176,C,0,733,0.726124685,3.158584341,-1.862355511,,4,Y,0,Category1,Option4,,7.30391515,Yes,High,dog
4,0.066919722,0.606422702,A,,,0.234716488,3.959391273,-0.463405984,,1,Z,1,Category1,Option1,,14.38892031,Yes,Medium,
31,0.287425251,-2.422647434,D,0,824,0.472621682,8.926417803,0.025902394,,10,X,2,Category1,Option3,12.37362299,14.07378637,Yes,Low,some other
,0.807429831,0.821892454,D,,,0.15096938,3.594745255,-0.097541671,1.990769077,2,Z,2,Category1,Option3,,7.163146876,Yes,Low,
,0.924841989,-1.056287113,,,389,0.37462704,4.542146953,2.873613518,5.109157652,3,X,1,Category1,Option1,11.17348643,14.36176625,No,High,
,0.010862515,0.237040924,B,0,920.6948848,4.094021954,3.456783812,-2.040080028,,8,Z,0,Category1,Option4,5.628729575,6.51082844,Yes,Medium,cat
,0.31716873,-3.644316049,C,0,856,1.227400848,6.224306315,-0.93427949,,5,X,0,Category1,Option2,9.103849263,11.48489238,Yes,Low,cat
42,0.529303184,0.876338662,C,0,953,0.924672204,4.463045804,-0.262456289,,10,Z,0,Category1,Option4,14.59569254,9.78522436,No,High,dog
59,0.93368312,-0.839395134,,0,,1.22551841,0.778260639,5.466101129,3.861492673,11,Y,0,Category1,Option2,,10.49741875,Yes,Medium,
95,0.566679522,0.848460315,,,453,1.732515692,12.05566777,-0.662491024,,2,Z,1,Category1,Option2,,11.71951624,Yes,High,some other
54,0.255229437,0.371757698,B,0,975,0.091854627,2.145717721,-0.338221216,,4,Z,1,Category1,Option2,11.56172293,6.033964829,No,Low,cat
,0.684598069,0.254904275,,0,149,2.260797082,9.955701982,-0.846065017,,1,Z,1,Category2,Option4,,8.749582862,No,Medium,some other
51,0.633055852,0.169407222,B,0,504,2.601080342,2.882313454,0.065721572,,7,Z,0,Category1,Option2,,8.408987937,Yes,High,
82,0.08167323,0.099458433,C,0,539,0.843614555,6.942279681,-1.20906099,,13,X,0,Category1,Option2,8.279625063,9.402789666,Yes,Medium,some other
,0.770164755,-0.851271807,,,717,0.346328087,4.327874583,0.374670675,,7,Y,1,Category2,Option2,,6.767366549,No,Low,cat
83,0.090186426,-0.676500883,,0,,0.045681059,6.529694776,-1.000607622,9.09685985,1,Z,1,Category1,Option4,11.96776703,10.36261278,Yes,High,cat
,0.628557774,0.926590436,,0,,0.893337024,0.794082559,-1.908269641,,2,Z,0,Category1,Option1,,5.113955181,Yes,Low,some other
,0.690506746,2.24030241,B,,,0.755832232,9.616786765,-0.663560793,,7,X,0,Category1,Option4,,6.55640597,Yes,Medium,cat
,0.593205197,0.014815168,B,0,604,0.440402732,0.776739828,-1.479571768,,5,Y,0,Category1,Option1,11.42613489,10.56727709,Yes,Medium,cat
89,0.373275322,0.683791995,,,,0.056644583,6.357808876,0.183428889,,8,Z,0,Category2,Option2,11.73779857,6.649902366,Yes,Low,dog
,0.605748143,0.298492392,A,,47,0.308343539,10.38583601,-1.043521321,1.824717899,6,Z,0,Category1,Option4,11.84914363,6.242659487,Yes,Low,cat
,0.552591034,-0.941763399,,,677,0.194338318,2.604659644,-2.326567198,3.885077356,4,Z,0,Category1,Option1,,7.949293969,Yes,Low,cat
,0.595202104,0.583037275,,,,0.32764006,2.82466174,0.474470176,,1,X,1,Category1,Option2,12.05812343,12.26051599,Yes,Medium,dog
,0.809750765,0.130038466,D,0,195,0.878627533,0.824680271,0.108970915,3.986951529,10,Y,1,Category1,Option3,8.598573089,11.05445927,No,Low,some other
,0.82597103,-0.525226876,,0,858,0.022425835,1.353807577,1.940298512,,3,Y,0,Category1,Option3,,13.98023444,Yes,Medium,
,0.756744798,0.782094068,,0,,0.974606329,0.177881821,2.045804034,,11,Z,1,Category3,Option2,4.628281161,10.60661045,No,High,
,0.482296569,0.229793112,C,0,926,0.419199589,7.619153068,1.583527782,4.058060228,2,Y,0,Category1,Option1,11.19971492,13.53759104,Yes,Low,cat
,0.35509173,0.420288721,A,,949,0.116049504,8.571247685,1.926140547,,5,X,1,Category2,Option1,7.618129182,12.16115303,Yes,Low,dog
30,0.878282066,-0.398591399,A,,45,0.499008477,0.650837114,0.062845985,4.038099261,1,Z,0,Category3,Option3,9.028116835,8.839991985,Yes,High,dog
,0.876762349,1.714644288,,0,,1.629743698,2.339702602,-0.72588818,4.159129479,4,Z,0,Category1,Option3,,13.41430089,Yes,High,cat
,0.813641751,0.722548092,D,,642,5.299691083,2.476692044,-3.277324622,0.918965679,4,Z,1,Category1,Option4,9.663579347,13.37391441,Yes,High,dog
96,0.884356811,0.498866299,A,,,1.042136204,3.115599224,1.088921043,6.917700101,3,Y,0,Category1,Option2,8.170164001,11.11638661,No,Low,
,0.395259693,-1.163567296,C,,,3.578470938,1.244375963,2.304481825,,5,Z,0,Category1,Option1,,6.164030045,Yes,Low,
,0.534453912,1.515089458,D,0,664,0.617723856,2.546427091,-2.634378193,,1,X,0,Category2,Option2,,12.21844091,Yes,Medium,cat
,0.569890782,1.124861657,,0,,0.594629854,0.045119921,-0.553648216,,6,Z,0,Category1,Option3,,14.77226689,Yes,Low,dog
,0.717925672,-1.520271749,C,,152,0.284235675,9.0684585,1.620424284,4.841439884,3,Y,2,Category3,Option1,,10.08110755,Yes,High,cat
90,0.627275984,-0.859171175,,0,1151.888485,0.582397876,5.351637697,-1.902156047,4.994772369,13,Y,0,Category2,Option2,12.57417195,9.54874155,Yes,High,dog
,0.562191988,-0.876096782,B,0,,2.671363422,3.863351115,-0.416759933,2.976868542,6,X,0,Category1,Option4,,12.28623587,Yes,Medium,cat
68,0.902730958,-0.785586034,B,,735,0.204039432,4.672198957,0.091706897,3.90500531,5,X,1,Category1,Option2,6.418338652,10.99352087,No,Low,
74,0.224645932,-0.329290608,D,0,75,0.42146268,1.266905977,-1.385221204,,3,Y,0,Category1,Option1,,13.6637824,Yes,High,cat
85,0.408678244,-0.108810633,D,1,,0.545935032,0.714662381,-2.224972168,,5,Z,1,Category1,Option3,,7.998217406,Yes,High,
39,0.057292113,1.451453532,,,,0.96969018,0.507173482,4.11974518,,13,Y,0,Category3,Option1,7.217445936,13.68054688,Yes,Medium,
94,0.981908924,0.639522055,,0,,0.125566596,4.048313224,-1.227649381,1.168215065,1,Y,0,Category3,Option3,9.65863025,8.672870432,Yes,Medium,some other
,0.80132495,-2.338422893,,0,56,0.661351875,0.976800402,1.242370694,,1,Y,0,Category1,Option3,,10.41704676,Yes,Medium,dog
,-0.330217704,-0.414580227,,,-104.8967154,1.193594504,6.430823276,-1.26562194,8.019480072,3,Y,0,Category1,Option3,13.47986803,12.37080497,No,Medium,cat
,0.333937146,1.440513028,C,,688,0.316576424,5.796801222,-0.701899855,,3,Z,0,Category2,Option4,,10.3173469,No,Medium,cat
58,0.53431675,-0.819659873,,,47,0.553776714,2.58817112,0.725544036,,5,Z,0,Category1,Option4,,9.10107512,Yes,Medium,some other
,0.296594581,-0.444414943,,,,0.098477987,2.678023377,0.539794176,6.87698954,13,X,0,Category1,Option3,,10.60235892,Yes,High,
,0.117902685,-1.470165541,B,,,0.706912094,9.125853306,0.235342423,,1,Y,0,Category1,Option2,11.52841832,10.77744571,Yes,Medium,
43,0.598720339,0.252670232,B,0,,0.059133591,1.01506899,-7.104996671,5.193228256,3,X,0,Category1,Option2,,5.64229388,Yes,High,some other
,0.2236359,-1.188305326,A,0,,0.400542893,9.888375623,2.192556709,,4,Y,1,Category1,Option2,,9.682185584,Yes,High,
47,0.632912773,-0.485486212,C,,,0.210719474,8.892016853,0.566511388,,3,Y,2,Category2,Option2,,8.219267403,Yes,High,
22,0.690864355,-1.604510216,,0,596,0.309387745,4.965883769,2.441870797,3.934820469,19,X,0,Category2,Option3,,8.376730509,Yes,High,
,0.814110936,0.822352232,C,0,560,0.943221751,0.418925426,1.313238131,5.970488036,4,Z,1,Category2,Option1,9.905753669,10.15340664,No,High,
34,0.44658327,0.213053443,C,1,645,4.404318708,3.652995049,-2.296396688,,2,X,0,Category1,Option3,9.814377137,7.797830346,Yes,High,
98,0.698305871,0.935048129,,,33,0.425851633,5.695912664,4.991169061,,1,X,1,Category2,Option1,6.57497612,12.53736633,Yes,High,cat
42,0.035152066,1.444883816,D,,,1.093565722,3.259034287,-1.168666687,,1,Z,0,Category1,Option1,13.04617614,14.33161724,Yes,Low,cat
,0.630946813,-1.288683162,,,,0.056479017,5.165653375,-0.3175279,2.950084658,4,X,0,Category1,Option4,10.86934235,10.29794274,Yes,Medium,cat
62,0.434552059,0.019600175,D,0,691,0.626557381,3.938774862,1.66630635,,6,Y,1,Category1,Option3,11.76563413,8.342759944,No,Low,
36,0.809071269,0.209864515,B,,633,0.122877475,2.509817431,-1.155342955,,4,Y,2,Category1,Option3,7.409948582,9.503779735,Yes,High,
,0.98788958,0.278311715,,0,,3.089035693,4.444570617,3.068675054,3.993515995,1,Z,0,Category1,Option2,,14.73301081,Yes,Medium,dog
,0.292430829,-0.237487795,,0,121,1.328733563,0.964741103,0.583923463,,6,Y,1,Category2,Option2,9.947750135,13.72444911,Yes,High,dog
81,0.894443716,1.596901485,B,0,912,0.474198876,4.589076792,2.744314394,,3,X,0,Category1,Option3,8.687805077,12.97867377,Yes,Low,cat
70,0.105990406,-1.118450822,C,,621,0.374887522,2.690989174,-1.535153298,2.95445408,4,Y,1,Category1,Option2,,8.981379966,No,Low,cat
6,0.452383316,-0.892952926,A,,211,1.127486936,3.159712973,0.549078274,,7,Y,0,Category1,Option3,7.417634818,7.104694424,Yes,High,
,0.695282389,-0.24923835,B,,331,0.179222935,7.853011185,-2.114501211,3.985288226,2,Y,2,Category1,Option3,12.00442817,10.83989177,Yes,Medium,some other
,0.863112507,0.755959637,B,,,1.914643878,0.403128886,-1.157246515,3.104735265,3,Z,0,Category1,Option2,10.89414595,9.501929088,Yes,Low,cat
,0.221212847,0.358512433,A,0,,1.215549513,0.715929478,1.317443699,5.010089171,3,Z,1,Category3,Option4,9.198139008,6.352926829,Yes,High,cat
,0.49263344,-2.026762553,B,0,,2.933721081,3.531089027,3.413349021,6.142389451,1,X,0,Category1,Option2,,12.68385107,Yes,High,some other
,1.399359207,-0.660294711,A,0,-438.8200428,0.082752917,3.394966246,-1.956360223,,7,X,0,Category1,Option3,7.159129,10.34853431,Yes,Medium,
9,0.394829033,0.018783409,C,0,498.2072983,1.162985591,10.50103861,0.147924663,,1,Y,0,Category1,Option2,11.2074781,11.31049171,Yes,High,cat
,-0.064701042,-0.730258187,D,,978.2601339,0.658548905,1.439722147,-3.087330114,,4,X,0,Category1,Option4,11.21592319,7.842673897,Yes,,some other
,0.497547925,-0.25392181,B,0,168,0.422849783,2.842764018,-0.055199507,5.076330714,22,Z,0,Category1,Option1,8.788790356,14.52902286,Yes,High,
9,0.919651433,-0.807783085,A,0,671,0.948643844,12.60806916,-0.797263458,,1,Z,0,Category2,Option1,10.52553576,12.17348419,Yes,Low,
36,0.486788902,-0.558825896,B,0,475,0.222415392,4.238476127,0.689619673,,6,Z,1,Category2,Option1,11.74494363,6.269115591,Yes,High,
,0.05808629,1.30290419,C,0,,0.173184391,3.166693384,-1.18341969,,11,Y,2,Category1,Option2,,10.31563422,Yes,Low,
,0.204697262,1.057385646,,,770,2.261049227,12.32072819,1.191544112,1.899378491,1,Y,0,Category3,Option3,9.731212257,7.511216787,No,High,
74,0.003752191,0.415562243,D,0,,1.347033264,2.252768804,1.820987426,,1,Z,0,Category1,Option3,15.13197219,10.25298656,Yes,,cat
,0.480225749,0.402801518,B,0,766,0.196976874,0.716867546,-0.038652993,7.978600267,1,Y,2,Category1,Option2,8.959491066,12.90586606,Yes,High,some other
2,0.973405439,1.551122591,D,0,,2.912573078,1.624777095,2.476409546,4.968945044,3,X,2,Category1,Option2,,11.28273188,Yes,High,dog
,0.802471736,0.365931221,C,0,982,0.042162936,2.66853756,2.050073246,3.034421694,1,Z,0,Category1,Option4,10.97756376,11.9989571,Yes,Medium,cat
,0.041289154,-1.578168219,B,,,0.137828797,4.462262126,0.598303224,1.069944009,8,Y,1,Category3,Option3,,14.1537626,Yes,High,cat
,0.930865425,1.278351224,,0,733,2.572751435,0.144388875,0.692722598,,1,Z,2,Category2,Option1,13.24557635,5.251446826,Yes,Medium,cat
94,0.111316373,-1.378244946,A,,364,0.009212268,2.165316973,-1.008862791,6.859520329,2,Z,0,Category1,Option3,12.73117909,9.165487387,Yes,,
81,0.022997259,-0.485130002,C,0,38,1.271683424,2.409700737,0.885203964,4.013053647,6,Z,1,Category1,Option3,,7.914240687,Yes,Medium,cat
,0.211596415,-1.262998062,B,0,430,1.005429678,1.595494458,-3.091595633,,6,Z,0,Category1,Option1,11.71747213,10.65421289,Yes,High,dog
,0.500161234,0.382952083,B,,920,1.370057275,14.34852633,2.278140808,,9,Z,0,Category1,Option4,,5.078804158,Yes,Medium,dog
,0.077760207,0.816720913,,0,,0.060272796,6.369894499,1.973357279,,6,X,1,Category1,Option4,9.844047306,9.899174448,Yes,Medium,
82,0.781355546,-0.537925232,B,0,605,0.265895,1.903329979,-2.645610808,7.030760871,2,X,1,Category1,Option1,,12.99234266,Yes,Medium,cat
,0.017481481,0.130217793,D,0,,0.766073643,7.512693826,0.851820591,5.042507054,12,X,1,Category1,Option2,,8.792872465,Yes,High,
,0.218153185,0.720663827,,0,460,1.257647644,2.281097521,1.934868224,0.821959952,1,Z,0,Category2,Option2,11.42936974,5.73285492,No,High,
,0.598401513,1.600326123,A,0,,1.510429245,4.479248863,0.325690443,6.959015732,1,Y,1,Category2,Option2,7.4168413,5.098698947,Yes,High,cat
,1.318603971,-1.291285245,,,1417.672938,1.253353101,2.395957833,1.488512335,,1,X,0,Category2,Option4,13.09592159,13.80799856,Yes,Medium,
35,0.460415525,0.564350597,B,,914,1.490053988,3.595987091,0.996676629,,2,Y,0,Category1,Option1,8.935053625,12.83246438,Yes,Medium,
,0.669986684,0.304300345,A,,806,0.190406485,4.676878494,0.232144075,,6,X,1,Category1,Option4,,14.82267148,Yes,Low,cat
,0.359634204,-1.10067735,,0,,0.875897561,4.576429912,-1.513566954,,4,Z,0,Category1,Option4,,13.12126458,No,Low,
42,0.240655817,0.170048159,C,0,591,0.866456527,8.09361009,-0.155232037,,4,Y,1,Category2,Option3,6.717262145,10.27303624,No,High,
,0.918223764,-0.299077212,,0,600,1.103378876,4.266554817,-2.030418812,,2,Z,1,Category1,Option1,6.288993172,5.485953525,Yes,Medium,dog
,0.345188091,-1.130588411,C,0,,1.30236473,2.748186926,-1.521599351,4.874372063,9,X,2,Category2,Option3,,9.010025993,Yes,Low,
28,0.478020938,-1.768894074,,0,663,0.094284129,7.019541746,1.552799758,,3,X,2,Category1,Option3,,14.12602555,Yes,Low,
43,0.819958886,-1.345718747,D,,,0.080523867,7.244077633,1.10256212,1.833376972,5,Y,0,Category1,Option3,11.3196058,12.94504496,No,Medium,some other
,0.632801659,-0.475639746,D,0,828,0.33376698,2.408281954,1.010477072,,4,X,0,Category1,Option2,8.182722261,12.8103489,No,Low,
,0.62042545,-2.274676385,C,0,52,0.444833755,5.157983759,1.126633146,,3,X,0,Category1,Option2,8.631853345,7.598002,No,Low,dog
,0.638817701,-0.754822738,B,,,0.077404317,1.811804997,-1.97185541,,6,Z,0,Category1,Option2,11.47650517,7.959707689,Yes,Medium,dog
74,0.810372282,1.565905889,D,,838,0.433772617,5.770243389,1.407324774,6.037107401,6,X,1,Category1,Option3,8.065850006,11.32547526,Yes,Medium,
,0.525859519,-0.999174617,,,,1.84925641,4.43254754,0.032517542,,1,Z,1,Category3,Option2,7.115604659,9.200482325,Yes,Low,dog
,0.075854452,0.070739926,A,0,650,0.157088282,3.384577408,0.917017432,1.088292375,4,X,2,Category2,Option3,,11.85445089,Yes,Low,
99,1.252841967,-0.076669369,C,0,-5.590176637,2.946744082,5.794647873,0.530753034,,3,Y,0,Category3,Option4,,10.7886136,Yes,,cat
,0.164995361,-0.461927615,B,0,,0.385799942,7.079651947,-0.47788412,,7,X,0,Category1,Option3,8.497057873,7.47268277,No,,cat
96,0.828706836,-0.006379766,D,1,684,0.769003862,11.89687455,-3.000929978,3.099556856,2,Z,0,Category1,Option3,10.14519418,6.502986392,Yes,Medium,
38,0.156542627,-0.036364006,,0,491,0.125822285,8.624836624,-0.405365813,5.036137827,5,X,0,Category1,Option4,,8.312669056,Yes,High,cat
31,0.956448288,0.507494223,C,,769,0.023871592,6.404725756,-0.19846642,4.163762888,11,Z,2,Category2,Option1,,13.64811088,Yes,Low,cat
22,0.71035175,-0.54283229,,0,723,1.444139358,2.297796675,-1.351930273,,5,X,0,Category1,Option4,10.77846511,10.91893613,No,Medium,cat
,0.263386085,-0.41763472,,,114,2.475158988,2.142236178,-0.441579293,,3,Z,2,Category1,Option1,,5.38821495,Yes,High,cat
,0.207459322,0.55820496,B,0,178,0.496463828,1.993907197,-1.042654866,,6,X,1,Category2,Option1,,13.83624631,Yes,High,
,0.878256737,1.062562248,B,0,,0.036065885,2.436783135,0.880792987,,7,Y,0,Category3,Option3,,10.02479739,Yes,Medium,cat
97,0.230598124,-0.424225502,D,0,155,0.885102674,2.96987818,0.21760693,5.896572509,14,Z,1,Category1,Option4,10.53392676,11.676941,Yes,Low,dog
61,0.411861255,-0.467712955,D,,,1.744017844,1.12880006,-0.215141751,,1,Y,1,Category1,Option2,14.45775288,10.18437144,Yes,Medium,
41,0.460318311,1.090695555,A,0,,0.430198196,4.098391795,-0.68178368,,1,Y,0,Category3,Option4,10.29268308,13.45805549,Yes,Medium,
99,0.124367895,-0.056553686,,,,0.751610115,5.199588272,-1.062430292,,6,Z,2,Category1,Option4,,12.13404567,Yes,Medium,cat
,0.735461914,-0.175370303,A,0,72,0.434057153,4.823086761,-0.140549371,,1,X,2,Category3,Option4,13.36730948,6.611410999,Yes,Low,
23,0.107671438,-0.853967435,D,,598,2.248685833,3.903742783,1.095546148,,2,Z,0,Category1,Option3,9.225609651,11.19775747,Yes,High,cat
,0.85434882,0.74139616,,0,186,0.933970232,3.31444805,2.081222531,,5,Y,2,Category1,Option1,17.01234352,12.66696359,Yes,High,some other
,0.531763398,-0.346121055,,,,0.206611869,1.144937563,-3.781228714,,3,Z,0,Category2,Option1,,14.6947269,Yes,High,cat
,0.616685051,0.735508122,D,0,524,0.654213917,2.860458824,-0.49849069,,4,Y,0,Category1,Option4,,7.776951112,Yes,Low,cat
,0.828857707,0.129198225,D,,,2.148330756,5.592559505,-0.846482249,,1,Y,0,Category2,Option2,9.514144919,9.035644567,Yes,High,dog
,0.800520399,0.996153034,B,,611.1311681,1.1942914,3.235662001,7.627704173,,8,X,0,Category1,Option3,11.47648183,10.4584787,Yes,Low,cat
,-0.043625824,0.734305503,B,,623.9407444,1.380920795,2.943501108,-2.296766103,,3,Y,0,Category1,Option2,,7.596186383,No,Low,dog
15,0.611801838,0.464298534,A,,370,0.089119969,7.863226638,-2.237942027,5.128288552,2,Y,1,Category2,Option4,,10.46146857,No,Medium,dog
36,0.124242856,-0.099854821,,0,,3.557819998,7.519949979,2.195437131,,11,Y,0,Category1,Option1,8.658502953,5.317515186,Yes,High,cat
65,0.287770992,-0.2730731,,0,480,1.313699868,4.804923009,1.809953679,3.941963613,1,X,2,Category3,Option1,,9.958707089,No,Low,some other
,0.496260953,0.539019452,D,,99,1.956329601,0.153881897,6.648987552,4.114314837,6,Z,0,Category2,Option3,,11.33865236,Yes,High,dog
,0.684745468,1.190751487,,0,581,1.422195089,5.69408727,2.085901748,3.957387424,11,X,1,Category2,Option4,,5.406909135,Yes,Low,cat
,0.20216121,-0.12635246,,,885,1.293428436,1.208839752,1.837544436,5.093569554,2,X,1,Category1,Option4,7.584287935,12.51336686,Yes,,
83,0.426964138,2.07087034,D,0,54,0.865664293,4.195800671,3.064317384,2.91626031,12,Z,1,Category2,Option4,10.37107627,8.862359347,Yes,High,cat
6,0.107679671,-0.360996867,B,0,,0.254360088,3.582180062,1.155561059,,2,X,1,Category1,Option2,,5.400109373,No,Low,some other
,0.180543857,-0.520939021,B,0,197,0.092324295,1.159662892,-2.325370979,3.816007957,9,X,0,Category1,Option3,8.370368513,9.131280191,Yes,High,cat
,0.75811723,0.572364415,C,0,317,1.057774328,10.21138323,-0.682020797,,7,X,0,Category1,Option4,,9.906388054,No,High,dog
,0.60936228,1.209937355,D,,,0.237606164,7.343680537,0.302325443,6.088914056,9,Z,0,Category2,Option2,,13.28268543,Yes,Low,
,0.452242991,0.481458899,D,0,536,0.366605718,0.452067836,-1.743697477,,3,X,0,Category1,Option2,8.232721226,5.304955641,No,,
,0.007135003,0.070477173,B,,780,0.544798839,4.392611754,-3.049757171,,7,Z,1,Category2,Option3,7.409043488,9.441619489,Yes,Low,cat
,0.066129062,-0.852543304,B,,945,0.285657843,5.522186303,0.022515213,,12,Y,0,Category2,Option4,8.41887202,8.927726942,No,High,cat
,0.763567207,2.407975407,B,,,1.497426097,6.096299713,1.257083807,,3,X,2,Category1,Option2,7.236983852,5.67315326,Yes,Medium,dog
,0.093838209,0.343645848,,0,694,0.095417576,3.528856788,-0.592540588,,5,X,0,Category1,Option1,,6.200910201,Yes,High,dog
11,0.771041701,-0.327880593,,,,0.872513725,2.100771906,-3.08468777,5.879647208,12,Y,1,Category1,Option4,14.2231034,12.21527687,Yes,Medium,
81,0.724168298,-1.495322177,,,,0.412063775,3.602189132,0.53974183,5.892559216,1,X,1,Category3,Option1,8.322902489,11.16150161,Yes,Low,
55,0.513733932,-0.336142312,D,,415,1.281074221,2.67910565,4.256779458,2.82674311,3,Z,0,Category3,Option4,,5.288958422,Yes,,cat
43,0.358881846,0.819091943,,0,,0.637443908,0.144679179,-3.891054693,,2,Y,0,Category1,Option2,6.203377823,5.456539791,Yes,Low,
67,0.900231608,-0.473423361,,0,,0.250675981,1.749262505,-1.964041986,4.05626398,8,Y,1,Category1,Option1,,10.76276666,Yes,Low,some other
,0.17658299,-0.334201372,A,0,788,0.349201295,4.205720731,-0.470387562,0.064558199,3,X,0,Category2,Option3,,9.580926909,Yes,Medium,some other
91,0.855028617,0.870286993,B,,,0.06513729,14.40269432,0.129790175,11.93826195,1,Y,0,Category1,Option3,,10.7137839,No,High,some other
,0.763475707,1.265616951,B,,,0.008177884,6.41286321,4.458542366,,3,X,1,Category1,Option1,10.32347262,5.465846458,Yes,Medium,cat
14,0.272354081,-1.673641067,,,-255.639904,0.259387615,10.30236237,0.865084747,,4,Y,2,Category1,Option4,10.61827624,13.25612593,No,,cat
14,0.942370331,0.928652364,A,,461,0.065618607,2.519158907,2.748391562,1.025355241,3,X,0,Category3,Option1,11.06603799,12.99293929,Yes,High,cat
80,0.996127314,0.728198141,C,0,,0.436001528,5.742143115,-1.31370065,4.129582896,6,X,0,Category1,Option1,13.10295666,6.690183156,No,High,
,0.789234963,-0.627207874,B,0,,1.021098408,1.72264174,-0.278823606,,22,Z,2,Category1,Option2,11.7873595,12.16068762,Yes,Medium,
63,0.228765444,-1.005166402,D,,,1.163023424,,-2.546214559,,5,Y,1,Category2,Option4,14.00621004,11.30039055,Yes,Medium,
,0.68496371,-1.332607842,,0,,0.812014229,2.422226255,-1.524834079,,3,X,0,Category1,Option3,,12.86824036,Yes,High,some other
,0.400383663,-0.085393817,B,1,,0.683943114,10.99032881,0.678894661,,1,X,0,Category1,Option3,,13.29075924,No,Medium,dog
,0.122353302,-0.601235888,B,0,218,0.370481634,15.06270093,4.160363893,1.09430979,6,Z,2,Category1,Option2,9.082154015,10.66431663,Yes,High,cat
,0.848785009,-1.200442737,D,0,253,0.418671632,3.900517294,-0.729727253,,2,Z,0,Category1,Option2,,7.346410706,Yes,High,cat
,0.334736338,0.976895533,D,1,538,1.779292726,9.485894642,-4.113847074,7.986853116,6,Y,2,Category1,Option4,,14.16452493,Yes,Low,cat
34,0.964451976,-1.370748182,B,,254,1.046168401,8.131463765,0.746982997,,6,Y,1,Category1,Option3,,6.973024372,Yes,High,some other
,0.811116441,0.847976896,B,,,1.264921477,3.253759083,-0.052338022,,4,X,1,Category2,Option4,9.98347253,13.21789387,Yes,Medium,cat
65,0.800053158,0.68858708,B,0,139,0.003721047,3.206793694,2.899617277,,7,X,1,Category3,Option2,,6.534838877,No,High,cat
22,0.826919577,-0.96950551,,1,123,2.640287484,2.454839496,0.774838722,,2,Z,0,Category1,Option1,,14.32270383,Yes,Medium,cat
,0.408130471,-0.21162867,B,0,136,0.348928269,6.741544295,0.587408518,,1,Y,0,Category2,Option1,12.23061363,7.767282269,Yes,Low,
,0.082208555,-0.182641701,A,0,122,0.30536597,5.787540775,-0.78942274,4.927300027,3,Y,0,Category1,Option3,,14.99285398,No,High,
,0.995048802,0.509348716,,0,602,1.599599112,6.216723172,1.431535985,7.137247046,9,Y,0,Category1,Option1,10.88964651,7.658919879,No,High,cat
,0.964150658,-0.091018398,,,29,0.862337125,1.311700824,-1.151358564,6.898728586,2,Y,0,Category1,Option2,,6.059994288,No,,cat
,0.467701032,-0.454847851,B,0,,1.728836939,2.416774934,3.958020557,5.010033211,3,Z,0,Category2,Option4,10.2850871,13.45151877,Yes,Low,
24,0.828488355,-0.164651126,,,191,0.425597547,0.168068463,2.404101442,,13,Y,0,Category3,Option3,10.39256548,13.62253441,No,High,dog
,0.477361985,0.266378399,,0,700,1.526708748,1.822133529,0.492600193,,5,X,1,Category1,Option2,11.22985831,10.94252826,Yes,Low,cat
17,0.926146066,0.147263088,B,0,,0.066281551,1.897265593,-3.613589851,,3,X,0,Category1,Option2,10.82012746,14.4353706,Yes,High,some other
,0.400060356,0.494671192,B,,978,0.001441505,3.063311377,0.018259784,,1,Y,0,Category1,Option4,,12.73405273,No,Medium,
90,0.87865385,0.127070927,C,0,,1.250840248,1.689621847,0.876791125,6.946702586,6,X,0,Category1,Option1,,11.66292318,Yes,High,
,0.012948203,0.22182398,,1,150,0.364885828,1.010629116,1.384962443,7.085189506,9,Y,0,Category1,Option4,,14.28624526,Yes,High,cat
5,-0.418408271,-0.984790527,C,0,840.1975505,0.604718992,4.926925906,-2.927225142,0.882012187,18,X,0,Category1,Option2,12.16064912,5.98004193,Yes,High,cat
,0.616464989,0.145933787,,,103,1.615383295,2.697770889,-1.170040051,,7,X,0,Category3,Option1,,11.755779,Yes,Medium,cat
,0.854845117,0.631009838,,0,,6.814848442,0.344495432,0.570357529,,3,Z,0,Category1,Option1,,5.432905086,Yes,Medium,cat
,0.088684714,-1.518158713,C,,,0.749180026,4.224456257,-1.48483149,6.062112774,1,Y,2,Category2,Option3,,12.78731423,Yes,Low,cat
,0.074669609,0.213562589,A,0,62,0.067903281,4.761777361,1.702033235,,2,Z,0,Category1,Option1,11.59475583,6.639077792,No,Medium,dog
62,0.787872604,-0.090962315,C,0,,4.637809812,5.459478112,-1.74839528,,12,Y,2,Category2,Option1,11.02827405,5.782037095,Yes,Medium,cat
